Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","01/10/2024 15:50 UTC"
"Last updated:","13 June 2024"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=6CpU9t
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:
Origin:,"ALG,BAH,ARE,IRQ,ISR,JOR,KUW,LEB,LBY,MAU,MOR,OMN,QAT,SAU,GAZ,SYR,TUN,UAE,WSH,YEM"
"Country of asylum:","ALB,AND,ARM,AUS,AZE,BLR,BEL,BSN,BVT,BUL,HRV,CYP,CZE,DEN,EST,FRO,FIN,FRA,GEO,GFR,GIB,GRE,GRL,VAT,HUN,ICE,IRE,ITA,LVA,LIE,LTU,LUX,MTA,MCO,MNE,NET,MCD,NOR,POL,POR,MDA,ROM,RUS,SMA,SRB,SVK,SVN,SPA,SJM,SWE,SWI,TUR,UKR,GBR"
Year,"Country of origin","Country of asylum","Country of origin (ISO)","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers
2020,Egypt,Georgia,EGY,GEO,64,122
2020,Egypt,Germany,EGY,DEU,2298,1481
2020,Egypt,Greece,EGY,GRC,388,1535
2020,Egypt,Croatia,EGY,HRV,8,0
2020,Egypt,Hungary,EGY,HUN,11,0
2020,Egypt,Iceland,EGY,ISL,10,0
2020,Egypt,Ireland,EGY,IRL,43,68
2020,Egypt,Italy,EGY,ITA,786,521
2020,Egypt,Latvia,EGY,LVA,5,0
2020,Egypt,Malta,EGY,MLT,75,91
2020,Egypt,"Netherlands (Kingdom of the)",EGY,NLD,233,197
2020,Egypt,Norway,EGY,NOR,56,0
2020,Egypt,Poland,EGY,POL,40,5
2020,Egypt,Portugal,EGY,PRT,0,18
2020,Egypt,Romania,EGY,ROU,17,10
2020,Egypt,"Russian Federation",EGY,RUS,5,0
2020,Egypt,Spain,EGY,ESP,71,100
2020,Egypt,Slovakia,EGY,SVK,5,5
2020,Egypt,Sweden,EGY,SWE,409,295
2020,Egypt,Switzerland,EGY,CHE,120,17
2020,Egypt,Ukraine,EGY,UKR,5,15
2020,Bahrain,France,BHR,FRA,10,0
2020,Bahrain,"United Kingdom of Great Britain and Northern Ireland",BHR,GBR,181,8
2020,Bahrain,Germany,BHR,DEU,80,5
2020,Bahrain,Ireland,BHR,IRL,6,10
2020,Bahrain,"Netherlands (Kingdom of the)",BHR,NLD,10,0
2020,Bahrain,Sweden,BHR,SWE,17,5
2020,Palestinian,Albania,PSE,ALB,5,0
2020,Palestinian,Armenia,PSE,ARM,7,0
2020,Palestinian,Azerbaijan,PSE,AZE,5,0
2020,Palestinian,Belgium,PSE,BEL,1224,3275
2020,Palestinian,Belarus,PSE,BLR,5,0
2020,Palestinian,"Bosnia and Herzegovina",PSE,BIH,0,5
2020,Palestinian,Cyprus,PSE,CYP,2105,247
2020,Palestinian,Denmark,PSE,DNK,9,0
2020,Palestinian,France,PSE,FRA,1256,177
2020,Palestinian,"United Kingdom of Great Britain and Northern Ireland",PSE,GBR,647,435
2020,Palestinian,Georgia,PSE,GEO,0,17
2020,Palestinian,Germany,PSE,DEU,2066,497
2020,Palestinian,Greece,PSE,GRC,4723,524
2020,Palestinian,Hungary,PSE,HUN,90,0
2020,Palestinian,Iceland,PSE,ISL,74,84
2020,Palestinian,Ireland,PSE,IRL,138,32
2020,Palestinian,Italy,PSE,ITA,677,149
2020,Palestinian,Luxembourg,PSE,LUX,0,27
2020,Palestinian,Latvia,PSE,LVA,7,0
2020,Palestinian,"Rep. of Moldova",PSE,MDA,5,0
2020,Palestinian,Montenegro,PSE,MNE,0,8
2020,Palestinian,Malta,PSE,MLT,70,15
2020,Palestinian,"Netherlands (Kingdom of the)",PSE,NLD,160,21
2020,Palestinian,Poland,PSE,POL,5,5
2020,Palestinian,Portugal,PSE,PRT,5,5
2020,Palestinian,Romania,PSE,ROU,55,8
2020,Palestinian,"Russian Federation",PSE,RUS,5,0
2020,Palestinian,Spain,PSE,ESP,1295,540
2020,Palestinian,"Serbia and Kosovo: S/RES/1244 (1999)",PSE,SRB,0,20
2020,Palestinian,Slovakia,PSE,SVK,7,0
2020,Palestinian,Slovenia,PSE,SVN,25,5
2020,Palestinian,Sweden,PSE,SWE,1256,698
2020,Palestinian,Ukraine,PSE,UKR,10,40
2020,Iraq,Albania,IRQ,ALB,5,0
2020,Iraq,Armenia,IRQ,ARM,1086,0
2020,Iraq,Austria,IRQ,AUT,9152,3467
2020,Iraq,Azerbaijan,IRQ,AZE,10,0
2020,Iraq,Belgium,IRQ,BEL,5515,1235
2020,Iraq,Belarus,IRQ,BLR,12,5
2020,Iraq,"Bosnia and Herzegovina",IRQ,BIH,0,37
2020,Iraq,Bulgaria,IRQ,BGR,1235,27
2020,Iraq,Cyprus,IRQ,CYP,962,228
2020,Iraq,Czechia,IRQ,CZE,109,5
2020,Iraq,Denmark,IRQ,DNK,289,49
2020,Iraq,Estonia,IRQ,EST,22,0
2020,Iraq,Finland,IRQ,FIN,8938,2633
2020,Iraq,France,IRQ,FRA,9075,1307
2020,Iraq,"United Kingdom of Great Britain and Northern Ireland",IRQ,GBR,6399,6090
2020,Iraq,Georgia,IRQ,GEO,406,69
2020,Iraq,Germany,IRQ,DEU,146009,27400
2020,Iraq,Greece,IRQ,GRC,11840,4229
2020,Iraq,Croatia,IRQ,HRV,113,49
2020,Iraq,Hungary,IRQ,HUN,635,6
2020,Iraq,Iceland,IRQ,ISL,297,6
2020,Iraq,Ireland,IRQ,IRL,425,65
2020,Iraq,Italy,IRQ,ITA,4938,1119
2020,Iraq,Liechtenstein,IRQ,LIE,7,5
2020,Iraq,Lithuania,IRQ,LTU,65,15
2020,Iraq,Luxembourg,IRQ,LUX,773,59
2020,Iraq,Latvia,IRQ,LVA,39,0
2020,Iraq,"Rep. of Moldova",IRQ,MDA,17,0
2020,Iraq,Malta,IRQ,MLT,81,0
2020,Iraq,"Netherlands (Kingdom of the)",IRQ,NLD,7197,497
2020,Iraq,Norway,IRQ,NOR,1207,57
2020,Iraq,Poland,IRQ,POL,111,31
2020,Iraq,Portugal,IRQ,PRT,187,0
2020,Iraq,Romania,IRQ,ROU,594,170
2020,Iraq,"Russian Federation",IRQ,RUS,16,0
2020,Iraq,Spain,IRQ,ESP,295,220
2020,Iraq,"Serbia and Kosovo: S/RES/1244 (1999)",IRQ,SRB,13,21
2020,Iraq,Slovakia,IRQ,SVK,214,0
2020,Iraq,Slovenia,IRQ,SVN,53,6
2020,Iraq,Sweden,IRQ,SWE,11635,1430
2020,Iraq,Switzerland,IRQ,CHE,4635,324
2020,Iraq,Türkiye,IRQ,TUR,4565,162760
2020,Iraq,Ukraine,IRQ,UKR,79,75
2020,Israel,Austria,ISR,AUT,10,0
2020,Israel,Belgium,ISR,BEL,0,5
2020,Israel,France,ISR,FRA,8,0
2020,Israel,"United Kingdom of Great Britain and Northern Ireland",ISR,GBR,7,16
2020,Israel,Germany,ISR,DEU,40,26
2020,Israel,Ireland,ISR,IRL,12,0
2020,Israel,Norway,ISR,NOR,8,0
2020,Israel,Spain,ISR,ESP,0,15
2020,Israel,Sweden,ISR,SWE,24,10
2020,Israel,Switzerland,ISR,CHE,6,0
2020,Jordan,Austria,JOR,AUT,76,28
2020,Jordan,Belgium,JOR,BEL,23,70
2020,Jordan,Bulgaria,JOR,BGR,6,0
2020,Jordan,Cyprus,JOR,CYP,40,94
2020,Jordan,Denmark,JOR,DNK,0,5
2020,Jordan,Finland,JOR,FIN,5,0
2020,Jordan,France,JOR,FRA,33,5
2020,Jordan,"United Kingdom of Great Britain and Northern Ireland",JOR,GBR,88,120
2020,Jordan,Georgia,JOR,GEO,0,70
2020,Jordan,Germany,JOR,DEU,485,426
2020,Jordan,Greece,JOR,GRC,38,11
2020,Jordan,Ireland,JOR,IRL,6,15
2020,Jordan,Italy,JOR,ITA,0,21
2020,Jordan,Malta,JOR,MLT,5,0
2020,Jordan,"Netherlands (Kingdom of the)",JOR,NLD,32,128
2020,Jordan,Norway,JOR,NOR,6,0
2020,Jordan,Poland,JOR,POL,0,5
2020,Jordan,Portugal,JOR,PRT,0,13
2020,Jordan,Romania,JOR,ROU,6,0
2020,Jordan,Spain,JOR,ESP,30,30
2020,Jordan,"Serbia and Kosovo: S/RES/1244 (1999)",JOR,SRB,0,7
2020,Jordan,Sweden,JOR,SWE,279,185
2020,Jordan,Switzerland,JOR,CHE,57,0
2020,Jordan,Ukraine,JOR,UKR,5,5
2020,Kuwait,Austria,KWT,AUT,9,14
2020,Kuwait,Belgium,KWT,BEL,6,10
2020,Kuwait,France,KWT,FRA,224,310
2020,Kuwait,"United Kingdom of Great Britain and Northern Ireland",KWT,GBR,670,454
2020,Kuwait,Germany,KWT,DEU,39,33
2020,Kuwait,Greece,KWT,GRC,133,45
2020,Kuwait,Ireland,KWT,IRL,52,18
2020,Kuwait,Luxembourg,KWT,LUX,0,5
2020,Kuwait,"Netherlands (Kingdom of the)",KWT,NLD,5,7
2020,Kuwait,Romania,KWT,ROU,0,5
2020,Kuwait,Spain,KWT,ESP,0,5
2020,Kuwait,Sweden,KWT,SWE,33,15
2020,Libya,Austria,LBY,AUT,139,54
2020,Libya,Azerbaijan,LBY,AZE,5,0
2020,Libya,Belgium,LBY,BEL,75,130
2020,Libya,Belarus,LBY,BLR,7,0
2020,Libya,"Bosnia and Herzegovina",LBY,BIH,0,5
2020,Libya,Cyprus,LBY,CYP,12,5
2020,Libya,Czechia,LBY,CZE,20,7
2020,Libya,Denmark,LBY,DNK,5,6
2020,Libya,Finland,LBY,FIN,32,5
2020,Libya,France,LBY,FRA,1298,627
2020,Libya,"United Kingdom of Great Britain and Northern Ireland",LBY,GBR,4352,816
2020,Libya,Germany,LBY,DEU,2545,935
2020,Libya,Greece,LBY,GRC,61,50
2020,Libya,Croatia,LBY,HRV,5,5
2020,Libya,Hungary,LBY,HUN,7,0
2020,Libya,Iceland,LBY,ISL,8,0
2020,Libya,Ireland,LBY,IRL,241,22
2020,Libya,Italy,LBY,ITA,1027,251
2020,Libya,Luxembourg,LBY,LUX,5,9
2020,Libya,"Rep. of Moldova",LBY,MDA,5,0
2020,Libya,Malta,LBY,MLT,2815,264
2020,Libya,"Netherlands (Kingdom of the)",LBY,NLD,246,133
2020,Libya,Norway,LBY,NOR,56,5
2020,Libya,Poland,LBY,POL,19,6
2020,Libya,Portugal,LBY,PRT,15,0
2020,Libya,Romania,LBY,ROU,5,8
2020,Libya,Spain,LBY,ESP,133,55
2020,Libya,"Serbia and Kosovo: S/RES/1244 (1999)",LBY,SRB,45,29
2020,Libya,Slovakia,LBY,SVK,6,0
2020,Libya,Slovenia,LBY,SVN,0,5
2020,Libya,Sweden,LBY,SWE,384,65
2020,Libya,Switzerland,LBY,CHE,310,42
2020,Libya,Ukraine,LBY,UKR,5,13
2020,Lebanon,Armenia,LBN,ARM,25,5
2020,Lebanon,Austria,LBN,AUT,112,73
2020,Lebanon,Belgium,LBN,BEL,105,165
2020,Lebanon,Bulgaria,LBN,BGR,29,9
2020,Lebanon,Cyprus,LBN,CYP,52,106
2020,Lebanon,Czechia,LBN,CZE,5,0
2020,Lebanon,Denmark,LBN,DNK,30,6
2020,Lebanon,Finland,LBN,FIN,13,5
2020,Lebanon,France,LBN,FRA,167,191
2020,Lebanon,"United Kingdom of Great Britain and Northern Ireland",LBN,GBR,179,159
2020,Lebanon,Georgia,LBN,GEO,6,22
2020,Lebanon,Germany,LBN,DEU,1775,1888
2020,Lebanon,Greece,LBN,GRC,67,61
2020,Lebanon,Hungary,LBN,HUN,5,0
2020,Lebanon,Ireland,LBN,IRL,9,9
2020,Lebanon,Italy,LBN,ITA,0,55
2020,Lebanon,Luxembourg,LBN,LUX,5,5
2020,Lebanon,Latvia,LBN,LVA,5,0
2020,Lebanon,"Netherlands (Kingdom of the)",LBN,NLD,65,124
2020,Lebanon,Norway,LBN,NOR,25,0
2020,Lebanon,Poland,LBN,POL,0,7
2020,Lebanon,Romania,LBN,ROU,5,0
2020,Lebanon,"Russian Federation",LBN,RUS,6,0
2020,Lebanon,Spain,LBN,ESP,28,95
2020,Lebanon,"Serbia and Kosovo: S/RES/1244 (1999)",LBN,SRB,0,5
2020,Lebanon,Sweden,LBN,SWE,523,267
2020,Lebanon,Switzerland,LBN,CHE,44,23
2020,Lebanon,Ukraine,LBN,UKR,8,14
2020,Mauritania,Austria,MRT,AUT,5,0
2020,Mauritania,Belgium,MRT,BEL,269,185
2020,Mauritania,France,MRT,FRA,5891,1773
2020,Mauritania,"United Kingdom of Great Britain and Northern Ireland",MRT,GBR,7,7
2020,Mauritania,Germany,MRT,DEU,58,82
2020,Mauritania,Greece,MRT,GRC,63,14
2020,Mauritania,Croatia,MRT,HRV,5,0
2020,Mauritania,Italy,MRT,ITA,286,6
2020,Mauritania,Malta,MRT,MLT,0,5
2020,Mauritania,"Netherlands (Kingdom of the)",MRT,NLD,5,5
2020,Mauritania,Norway,MRT,NOR,5,0
2020,Mauritania,Portugal,MRT,PRT,0,5
2020,Mauritania,Spain,MRT,ESP,18,75
2020,Mauritania,Sweden,MRT,SWE,13,0
2020,Mauritania,Switzerland,MRT,CHE,8,0
2020,Morocco,Austria,MAR,AUT,39,187
2020,Morocco,Belgium,MAR,BEL,142,275
2020,Morocco,"Bosnia and Herzegovina",MAR,BIH,0,15
2020,Morocco,Bulgaria,MAR,BGR,5,19
2020,Morocco,Cyprus,MAR,CYP,0,6
2020,Morocco,Czechia,MAR,CZE,5,0
2020,Morocco,Denmark,MAR,DNK,9,50
2020,Morocco,Finland,MAR,FIN,43,21
2020,Morocco,France,MAR,FRA,920,561
2020,Morocco,"United Kingdom of Great Britain and Northern Ireland",MAR,GBR,223,310
2020,Morocco,Georgia,MAR,GEO,0,6
2020,Morocco,Germany,MAR,DEU,835,1170
2020,Morocco,Greece,MAR,GRC,202,207
2020,Morocco,Croatia,MAR,HRV,0,8
2020,Morocco,Iceland,MAR,ISL,5,5
2020,Morocco,Ireland,MAR,IRL,12,58
2020,Morocco,Italy,MAR,ITA,699,787
2020,Morocco,Luxembourg,MAR,LUX,0,14
2020,Morocco,Montenegro,MAR,MNE,0,56
2020,Morocco,Malta,MAR,MLT,29,94
2020,Morocco,"Netherlands (Kingdom of the)",MAR,NLD,58,267
2020,Morocco,Norway,MAR,NOR,17,0
2020,Morocco,Poland,MAR,POL,0,5
2020,Morocco,Portugal,MAR,PRT,9,52
2020,Morocco,Romania,MAR,ROU,0,20
2020,Morocco,Spain,MAR,ESP,544,2105
2020,Morocco,"Serbia and Kosovo: S/RES/1244 (1999)",MAR,SRB,0,29
2020,Morocco,Slovakia,MAR,SVK,0,10
2020,Morocco,Slovenia,MAR,SVN,0,8
2020,Morocco,Sweden,MAR,SWE,259,176
2020,Morocco,Switzerland,MAR,CHE,79,93
2020,Morocco,Ukraine,MAR,UKR,0,11
2020,Oman,"United Kingdom of Great Britain and Northern Ireland",OMN,GBR,20,22
2020,Oman,Germany,OMN,DEU,8,10
2020,Oman,Spain,OMN,ESP,0,5
2020,Qatar,"United Kingdom of Great Britain and Northern Ireland",QAT,GBR,8,13
2020,Qatar,Germany,QAT,DEU,5,0
2020,"Saudi Arabia",Austria,SAU,AUT,6,0
2020,"Saudi Arabia",Belgium,SAU,BEL,8,5
2020,"Saudi Arabia",Czechia,SAU,CZE,6,0
2020,"Saudi Arabia",France,SAU,FRA,34,5
2020,"Saudi Arabia","United Kingdom of Great Britain and Northern Ireland",SAU,GBR,256,148
2020,"Saudi Arabia",Georgia,SAU,GEO,0,5
2020,"Saudi Arabia",Germany,SAU,DEU,178,12
2020,"Saudi Arabia",Greece,SAU,GRC,7,5
2020,"Saudi Arabia",Ireland,SAU,IRL,16,7
2020,"Saudi Arabia",Malta,SAU,MLT,5,0
2020,"Saudi Arabia","Netherlands (Kingdom of the)",SAU,NLD,25,6
2020,"Saudi Arabia",Norway,SAU,NOR,8,0
2020,"Saudi Arabia",Spain,SAU,ESP,5,5
2020,"Saudi Arabia",Sweden,SAU,SWE,62,5
2020,"Saudi Arabia",Switzerland,SAU,CHE,17,0
2020,"Syrian Arab Rep.",Albania,SYR,ALB,9,0
2020,"Syrian Arab Rep.",Armenia,SYR,ARM,14741,5
2020,"Syrian Arab Rep.",Austria,SYR,AUT,54903,2820
2020,"Syrian Arab Rep.",Azerbaijan,SYR,AZE,34,0
2020,"Syrian Arab Rep.",Belgium,SYR,BEL,17693,2165
2020,"Syrian Arab Rep.",Belarus,SYR,BLR,64,8
2020,"Syrian Arab Rep.","Bosnia and Herzegovina",SYR,BIH,22,10
2020,"Syrian Arab Rep.",Bulgaria,SYR,BGR,18310,593
2020,"Syrian Arab Rep.",Cyprus,SYR,CYP,8797,4415
2020,"Syrian Arab Rep.",Czechia,SYR,CZE,386,12
2020,"Syrian Arab Rep.",Denmark,SYR,DNK,19878,281
2020,"Syrian Arab Rep.",Estonia,SYR,EST,105,0
2020,"Syrian Arab Rep.",Finland,SYR,FIN,2620,84
2020,"Syrian Arab Rep.",France,SYR,FRA,21849,2587
2020,"Syrian Arab Rep.","United Kingdom of Great Britain and Northern Ireland",SYR,GBR,10919,2231
2020,"Syrian Arab Rep.",Georgia,SYR,GEO,437,20
2020,"Syrian Arab Rep.",Germany,SYR,DEU,605338,37219
2020,"Syrian Arab Rep.",Greece,SYR,GRC,36448,5965
2020,"Syrian Arab Rep.",Croatia,SYR,HRV,539,26
2020,"Syrian Arab Rep.",Hungary,SYR,HUN,923,0
2020,"Syrian Arab Rep.",Iceland,SYR,ISL,167,5
2020,"Syrian Arab Rep.",Ireland,SYR,IRL,3126,67
2020,"Syrian Arab Rep.",Italy,SYR,ITA,3508,1037
2020,"Syrian Arab Rep.",Liechtenstein,SYR,LIE,32,0
2020,"Syrian Arab Rep.",Lithuania,SYR,LTU,463,5
2020,"Syrian Arab Rep.",Luxembourg,SYR,LUX,2069,340
2020,"Syrian Arab Rep.",Latvia,SYR,LVA,314,5
2020,"Syrian Arab Rep.","North Macedonia",SYR,MKD,17,5
2020,"Syrian Arab Rep.","Rep. of Moldova",SYR,MDA,190,5
2020,"Syrian Arab Rep.",Montenegro,SYR,MNE,0,9
2020,"Syrian Arab Rep.",Malta,SYR,MLT,1871,381
2020,"Syrian Arab Rep.","Netherlands (Kingdom of the)",SYR,NLD,35810,2280
2020,"Syrian Arab Rep.",Norway,SYR,NOR,15311,340
2020,"Syrian Arab Rep.",Poland,SYR,POL,237,39
2020,"Syrian Arab Rep.",Portugal,SYR,PRT,789,0
2020,"Syrian Arab Rep.",Romania,SYR,ROU,2002,215
2020,"Syrian Arab Rep.","Russian Federation",SYR,RUS,361,54
2020,"Syrian Arab Rep.",Spain,SYR,ESP,14660,1545
2020,"Syrian Arab Rep.","Serbia and Kosovo: S/RES/1244 (1999)",SYR,SRB,31,40
2020,"Syrian Arab Rep.",Slovakia,SYR,SVK,21,5
2020,"Syrian Arab Rep.",Slovenia,SYR,SVN,322,16
2020,"Syrian Arab Rep.",Sweden,SYR,SWE,114609,1544
2020,"Syrian Arab Rep.",Switzerland,SYR,CHE,19869,236
2020,"Syrian Arab Rep.",Türkiye,SYR,TUR,3641370,0
2020,"Syrian Arab Rep.",Ukraine,SYR,UKR,491,171
2020,Tunisia,Austria,TUN,AUT,7,58
2020,Tunisia,Belgium,TUN,BEL,53,80
2020,Tunisia,Bulgaria,TUN,BGR,5,11
2020,Tunisia,Czechia,TUN,CZE,0,7
2020,Tunisia,Denmark,TUN,DNK,0,5
2020,Tunisia,Finland,TUN,FIN,5,10
2020,Tunisia,France,TUN,FRA,397,294
2020,Tunisia,"United Kingdom of Great Britain and Northern Ireland",TUN,GBR,65,75
2020,Tunisia,Germany,TUN,DEU,234,606
2020,Tunisia,Greece,TUN,GRC,22,35
2020,Tunisia,Hungary,TUN,HUN,8,0
2020,Tunisia,Iceland,TUN,ISL,5,0
2020,Tunisia,Ireland,TUN,IRL,7,6
2020,Tunisia,Italy,TUN,ITA,211,447
2020,Tunisia,Luxembourg,TUN,LUX,0,12
2020,Tunisia,Malta,TUN,MLT,13,19
2020,Tunisia,"Netherlands (Kingdom of the)",TUN,NLD,22,120
2020,Tunisia,Norway,TUN,NOR,5,0
2020,Tunisia,Romania,TUN,ROU,5,5
2020,Tunisia,Spain,TUN,ESP,29,255
2020,Tunisia,Sweden,TUN,SWE,51,53
2020,Tunisia,Switzerland,TUN,CHE,185,45
2020,Tunisia,Ukraine,TUN,UKR,0,5
2020,"United Arab Emirates",France,ARE,FRA,5,0
2020,"United Arab Emirates","United Kingdom of Great Britain and Northern Ireland",ARE,GBR,25,13
2020,"United Arab Emirates",Germany,ARE,DEU,38,0
2020,"United Arab Emirates",Italy,ARE,ITA,0,5
2020,"United Arab Emirates",Sweden,ARE,SWE,5,0
2020,"Western Sahara",France,ESH,FRA,744,406
2020,"Western Sahara","United Kingdom of Great Britain and Northern Ireland",ESH,GBR,11,0
2020,"Western Sahara",Greece,ESH,GRC,10,6
2020,"Western Sahara",Italy,ESH,ITA,0,5
2020,"Western Sahara",Spain,ESH,ESP,24,20
2020,"Western Sahara",Switzerland,ESH,CHE,9,5
2020,Yemen,Armenia,YEM,ARM,21,0
2020,Yemen,Austria,YEM,AUT,355,79
2020,Yemen,Azerbaijan,YEM,AZE,11,0
2020,Yemen,Belgium,YEM,BEL,77,200
2020,Yemen,Belarus,YEM,BLR,28,6
2020,Yemen,"Bosnia and Herzegovina",YEM,BIH,6,7
2020,Yemen,Bulgaria,YEM,BGR,15,7
2020,Yemen,Cyprus,YEM,CYP,27,20
2020,Yemen,Czechia,YEM,CZE,24,5
2020,Yemen,Denmark,YEM,DNK,7,0
2020,Yemen,Estonia,YEM,EST,5,0
2020,Yemen,Finland,YEM,FIN,297,27
2020,Yemen,France,YEM,FRA,566,239
2020,Yemen,"United Kingdom of Great Britain and Northern Ireland",YEM,GBR,981,604
2020,Yemen,Georgia,YEM,GEO,40,18
2020,Yemen,Germany,YEM,DEU,3039,840
2020,Yemen,Greece,YEM,GRC,853,47
2020,Yemen,Croatia,YEM,HRV,7,0
2020,Yemen,Hungary,YEM,HUN,16,0
2020,Yemen,Iceland,YEM,ISL,9,0
2020,Yemen,Ireland,YEM,IRL,20,6
2020,Yemen,Italy,YEM,ITA,0,56
2020,Yemen,Luxembourg,YEM,LUX,20,10
2020,Yemen,"Rep. of Moldova",YEM,MDA,8,0
2020,Yemen,Montenegro,YEM,MNE,7,0
2020,Yemen,Malta,YEM,MLT,5,6
2020,Yemen,"Netherlands (Kingdom of the)",YEM,NLD,1392,229
2020,Yemen,Norway,YEM,NOR,192,12
2020,Yemen,Poland,YEM,POL,13,9
2020,Yemen,Portugal,YEM,PRT,9,0
2020,Yemen,Romania,YEM,ROU,41,0
2020,Yemen,"Russian Federation",YEM,RUS,88,11
2020,Yemen,Spain,YEM,ESP,316,410
2020,Yemen,Slovakia,YEM,SVK,21,0
2020,Yemen,Slovenia,YEM,SVN,6,0
2020,Yemen,Sweden,YEM,SWE,1822,83
2020,Yemen,Switzerland,YEM,CHE,341,5
2020,Yemen,Ukraine,YEM,UKR,5,46
2021,Algeria,Austria,DZA,AUT,28,173
2021,Algeria,Belgium,DZA,BEL,70,220
2021,Algeria,Bulgaria,DZA,BGR,0,27
2021,Algeria,Cyprus,DZA,CYP,8,0
2021,Algeria,Czechia,DZA,CZE,0,8
2021,Algeria,Denmark,DZA,DNK,0,10
2021,Algeria,Finland,DZA,FIN,7,6
2021,Algeria,France,DZA,FRA,3209,484
2021,Algeria,"United Kingdom of Great Britain and Northern Ireland",DZA,GBR,312,529
2021,Algeria,Georgia,DZA,GEO,0,5
2021,Algeria,Germany,DZA,DEU,630,1223
2021,Algeria,Greece,DZA,GRC,132,132
2021,Algeria,Hungary,DZA,HUN,14,0
2021,Algeria,Ireland,DZA,IRL,68,301
2021,Algeria,Italy,DZA,ITA,27,124
2021,Algeria,Luxembourg,DZA,LUX,0,20
2021,Algeria,Montenegro,DZA,MNE,0,9
2021,Algeria,Malta,DZA,MLT,0,27
2021,Algeria,"Netherlands (Kingdom of the)",DZA,NLD,19,519
2021,Algeria,Norway,DZA,NOR,6,5
2021,Algeria,Portugal,DZA,PRT,0,19
2021,Algeria,Romania,DZA,ROU,0,6
2021,Algeria,Spain,DZA,ESP,110,1165
2021,Algeria,"Serbia and Kosovo: S/RES/1244 (1999)",DZA,SRB,0,10
2021,Algeria,Slovenia,DZA,SVN,0,13
2021,Algeria,Sweden,DZA,SWE,55,69
2021,Algeria,Switzerland,DZA,CHE,173,211
2021,Algeria,Ukraine,DZA,UKR,0,12
2021,Egypt,Armenia,EGY,ARM,5,0
2021,Egypt,Austria,EGY,AUT,217,387
2021,Egypt,Belgium,EGY,BEL,98,105
2021,Egypt,Bulgaria,EGY,BGR,17,6
2021,Egypt,Cyprus,EGY,CYP,120,477
2021,Egypt,Czechia,EGY,CZE,7,10
2021,Egypt,Denmark,EGY,DNK,17,6
2021,Egypt,Estonia,EGY,EST,5,0
2021,Egypt,Finland,EGY,FIN,40,5
2021,Egypt,France,EGY,FRA,1586,395
2021,Egypt,"United Kingdom of Great Britain and Northern Ireland",EGY,GBR,978,1039
2021,Egypt,Georgia,EGY,GEO,65,61
2021,Egypt,Germany,EGY,DEU,2259,1179
2021,Egypt,Greece,EGY,GRC,418,1561
2021,Egypt,Croatia,EGY,HRV,8,0
2021,Egypt,Hungary,EGY,HUN,11,0
2021,Egypt,Iceland,EGY,ISL,10,0
2021,Egypt,Ireland,EGY,IRL,51,64
2021,Egypt,Italy,EGY,ITA,868,2332
2021,Egypt,Luxembourg,EGY,LUX,0,5
2021,Egypt,Latvia,EGY,LVA,5,5
2021,Egypt,Malta,EGY,MLT,73,97
2021,Egypt,"Netherlands (Kingdom of the)",EGY,NLD,342,141
2021,Egypt,Norway,EGY,NOR,44,0
2021,Egypt,Poland,EGY,POL,40,16
2021,Egypt,Portugal,EGY,PRT,5,18
2021,Egypt,Romania,EGY,ROU,16,7
2021,Egypt,"Russian Federation",EGY,RUS,6,0
2021,Egypt,Spain,EGY,ESP,94,175
2021,Egypt,Slovakia,EGY,SVK,5,0
2021,Egypt,Sweden,EGY,SWE,422,154
2021,Egypt,Switzerland,EGY,CHE,140,11
2021,Egypt,Ukraine,EGY,UKR,5,15
2021,Bahrain,Denmark,BHR,DNK,0,5
2021,Bahrain,France,BHR,FRA,21,0
2021,Bahrain,"United Kingdom of Great Britain and Northern Ireland",BHR,GBR,116,6
2021,Bahrain,Germany,BHR,DEU,74,5
2021,Bahrain,Ireland,BHR,IRL,5,6
2021,Bahrain,"Netherlands (Kingdom of the)",BHR,NLD,12,0
2021,Bahrain,Sweden,BHR,SWE,16,0
2021,Palestinian,Albania,PSE,ALB,8,0
2021,Palestinian,Armenia,PSE,ARM,7,0
2021,Palestinian,Azerbaijan,PSE,AZE,5,0
2021,Palestinian,Belgium,PSE,BEL,3109,2030
2021,Palestinian,Belarus,PSE,BLR,0,6
2021,Palestinian,"Bosnia and Herzegovina",PSE,BIH,5,0
2021,Palestinian,Cyprus,PSE,CYP,2208,125
2021,Palestinian,Denmark,PSE,DNK,5,0
2021,Palestinian,France,PSE,FRA,1954,38
2021,Palestinian,"United Kingdom of Great Britain and Northern Ireland",PSE,GBR,599,548
2021,Palestinian,Georgia,PSE,GEO,0,15
2021,Palestinian,Germany,PSE,DEU,2025,905
2021,Palestinian,Greece,PSE,GRC,5508,385
2021,Palestinian,Hungary,PSE,HUN,87,0
